"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"birkenhead"," Green Party","2019","Predominantly Urban",39,0,88818,4138,11168,8002,4416,5172,11540,9708,6043,4091,1952,2396,10.8666666666667,7.54166666666667,14.0083333333333,42.7,15.5181818181818,1018.8,NA,"2019 General Election","North West",0.131,0.038,0.59,0.24,12,44505,32430,27600,5520,345,690,0
"birkenhead"," Green Party","2019","Predominantly Urban",39,0,88818,4138,11168,8002,4416,5172,11540,9708,6043,4091,1952,2396,10.8666666666667,7.54166666666667,14.0083333333333,42.7,15.5181818181818,1018.8,NA,"2019 General Election","North West",0.131,0.038,0.59,0.24,19,44505,32430,27600,5520,345,690,0
"burton"," Conservative Party","2010","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.445,0.158,0.319,0.077,0,NA,NA,NA,NA,NA,NA,NA
"burton"," Conservative Party","2010","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.445,0.158,0.319,0.077,2,NA,NA,NA,NA,NA,NA,NA
"burton"," Liberal Democrats","2010","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.445,0.158,0.319,0.077,3,NA,NA,NA,NA,NA,NA,NA
"burton"," Labour Party","2010","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.445,0.158,0.319,0.077,0,NA,NA,NA,NA,NA,NA,NA
"burton"," Conservative Party","2010","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","West Midlands",0.445,0.158,0.319,0.077,3,NA,NA,NA,NA,NA,NA,NA
"burton"," Conservative Party","2017","Urban with Significant Rural",39,15322,87409,6232,13750,8647,6397,6441,13066,11883,4022,2945,1077,2325,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2017 General Election","West Midlands",0.58,0.025,0.378,0.017,1,10224,1068,1125,84,0,0,0
"blyth valley"," Liberal Democrats","2010","Predominantly Urban",42,17152,65022,4041,11824,9867,3916,5291,10579,8841,3298,2080,1218,1825,9.10833333333333,5.33333333333333,12.8083333333333,59.8333333333333,15.1666666666667,1012.30833333333,6800,"2010 General Election","North East",0.166,0.272,0.445,0.117,0,198,2673,0,0,33,0,6666
"bury st edmunds"," Conservative Party","2010","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2010 General Election","Eastern",0.475,0.264,0.166,0.094,0,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Labour Party","2010","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2010 General Election","Eastern",0.475,0.264,0.166,0.094,0,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Green Party","2010","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2010 General Election","Eastern",0.475,0.264,0.166,0.094,25,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," UK Independence Party","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,1,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Liberal Democrats","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,2,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Labour Party","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,0,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Conservative Party","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,0,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Liberal Democrats","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,7,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Green Party","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,18,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Conservative Party","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,4,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Liberal Democrats","2015","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2015 General Election","Eastern",0.536,0.06,0.177,0.226,0,NA,NA,NA,NA,NA,NA,NA
"bury st edmunds"," Liberal Democrats","2017","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2017 General Election","Eastern",0.592,0.057,0.295,0.055,0,32332,2360,4012,0,0,0,0
"bury st edmunds"," Labour Party","2017","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2017 General Election","Eastern",0.592,0.057,0.295,0.055,0,32332,2360,4012,0,0,0,0
"bury st edmunds"," Green Party","2017","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2017 General Election","Eastern",0.592,0.057,0.295,0.055,13,32332,2360,4012,0,0,0,0
"bury st edmunds"," Conservative Party","2017","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2017 General Election","Eastern",0.592,0.057,0.295,0.055,2,32332,2360,4012,0,0,0,0
"bury st edmunds"," Green Party","2019","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2019 General Election","Eastern",0.61,NA,0.206,0.184,25,74163,8319,19647,1416,0,0,0
"bury st edmunds"," Conservative Party","2019","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2019 General Election","Eastern",0.61,NA,0.206,0.184,3,74163,8319,19647,1416,0,0,0
"bury st edmunds"," Labour Party","2019","Predominantly Rural",42,49838,63840,8827,19295,11520,8065,6266,12738,9232,2140,1393,747,1984,9.74166666666667,5.94166666666667,13.4666666666667,48.9166666666667,16.0333333333333,1013.38333333333,7825,"2019 General Election","Eastern",0.61,NA,0.206,0.184,4,74163,8319,19647,1416,0,0,0
"bolton west"," Conservative Party","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,0,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Labour Party","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,0,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Liberal Democrats","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,0,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Conservative Party","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,4,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Green Party","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,13,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Labour Party","2010","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2010 General Election","North West",0.383,0.172,0.385,0.06,1,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Labour Party","2015","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2015 General Election","North West",0.406,0.04,0.39,0.164,1,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Conservative Party","2015","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2015 General Election","North West",0.406,0.04,0.39,0.164,4,NA,NA,NA,NA,NA,NA,NA
"bolton west"," Conservative Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,0,68808,21048,11520,1344,0,0,0
"bolton west"," Conservative Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,5,68808,21048,11520,1344,0,0,0
"bolton west"," Liberal Democrats","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,0,68808,21048,11520,1344,0,0,0
"bolton west"," Conservative Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,1,68808,21048,11520,1344,0,0,0
"bolton west"," Conservative Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,3,68808,21048,11520,1344,0,0,0
"bolton west"," Labour Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,1,68808,21048,11520,1344,0,0,0
"bolton west"," UK Independence Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,0,68808,21048,11520,1344,0,0,0
"bolton west"," Labour Party","2017","Predominantly Urban",41,2014,92509,7612,15461,9965,6456,4966,10051,7891,2913,1857,1056,2399,9.24166666666667,5.50833333333333,12.95,51.6666666666667,13.98,1013.025,6970,"2017 General Election","North West",0.479,0.029,0.461,0.031,0,68808,21048,11520,1344,0,0,0
"calder valley"," Liberal Democrats","2010","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2010 General Election","Yorkshire and The Humber",0.394,0.252,0.27,0.085,0,6745,75970,0,0,0,0,131705
"calder valley"," Liberal Democrats","2010","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2010 General Election","Yorkshire and The Humber",0.394,0.252,0.27,0.085,8,6745,75970,0,0,0,0,131705
"calder valley"," Conservative Party","2010","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2010 General Election","Yorkshire and The Humber",0.394,0.252,0.27,0.085,3,6745,75970,0,0,0,0,131705
"calder valley"," Green Party","2010","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2010 General Election","Yorkshire and The Humber",0.394,0.252,0.27,0.085,11,6745,75970,0,0,0,0,131705
"calder valley"," Conservative Party","2010","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2010 General Election","Yorkshire and The Humber",0.394,0.252,0.27,0.085,0,6745,75970,0,0,0,0,131705
"calder valley"," Conservative Party","2017","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2017 General Election","Yorkshire and The Humber",0.461,0.034,0.451,0.054,0,232068,61644,33308,5216,0,0,0
"calder valley"," Labour Party","2017","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2017 General Election","Yorkshire and The Humber",0.461,0.034,0.451,0.054,2,232068,61644,33308,5216,0,0,0
"calder valley"," Labour Party","2017","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2017 General Election","Yorkshire and The Humber",0.461,0.034,0.451,0.054,1,232068,61644,33308,5216,0,0,0
"calder valley"," Green Party","2017","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2017 General Election","Yorkshire and The Humber",0.461,0.034,0.451,0.054,29,232068,61644,33308,5216,0,0,0
"calder valley"," Labour Party","2019","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2019 General Election","Yorkshire and The Humber",0.519,0.05,0.419,0.012,3,384570,188475,99865,25580,2830,690,0
"calder valley"," Conservative Party","2019","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2019 General Election","Yorkshire and The Humber",0.519,0.05,0.419,0.012,0,384570,188475,99865,25580,2830,690,0
"calder valley"," Liberal Democrats","2019","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2019 General Election","Yorkshire and The Humber",0.519,0.05,0.419,0.012,6,384570,188475,99865,25580,2830,690,0
"calder valley"," Labour Party","2019","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2019 General Election","Yorkshire and The Humber",0.519,0.05,0.419,0.012,6,384570,188475,99865,25580,2830,690,0
"calder valley"," Labour Party","2019","Urban with Significant Rural",42,36700,66261,8912,18277,9783,7991,5196,10212,8327,2948,1700,1248,2334,9.24166666666666,5.0625,12.2125,NA,14.3428571428571,1011.8,NA,"2019 General Election","Yorkshire and The Humber",0.519,0.05,0.419,0.012,11,384570,188475,99865,25580,2830,690,0
"boston and skegness"," Labour Party","2010","Predominantly Rural",44,38852,62832,3498,11574,7434,8330,6845,16003,13321,3767,2456,1311,1647,10.3333333333333,6.56666666666667,14.1333333333333,NA,16.5777777777778,1015.51666666667,NA,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"boston and skegness"," Labour Party","2017","Predominantly Rural",44,38852,62832,3498,11574,7434,8330,6845,16003,13321,3767,2456,1311,1647,10.3333333333333,6.56666666666667,14.1333333333333,NA,16.5777777777778,1015.51666666667,NA,"2017 General Election",NA,NA,NA,NA,NA,0,1332,222,111,0,0,0,0
